City,Date,PM2.5,PM10,NO2,SO2,O3,AQI,AQI_Bucket
Kolkata,2022-12-07,267.93,418.89,104.89,24.28,31.93,425.0,Severe
Kolkata,2022-12-08,253.8,388.94,103.32,16.87,41.22,399.0,Very Poor
Kolkata,2022-12-09,227.13,386.88,107.29,12.85,26.85,418.0,Severe
Kolkata,2022-12-10,199.91,358.27,84.86,9.08,34.42,407.0,Severe
Kolkata,2022-12-11,211.39,343.07,62.62,13.58,23.0,381.0,Very Poor
Kolkata,2022-12-12,183.49,306.69,87.07,21.04,32.67,351.0,Very Poor
Kolkata,2022-12-13,130.86,227.88,74.48,14.05,36.39,325.0,Very Poor
Kolkata,2022-12-14,130.09,225.36,66.2,15.1,43.76,294.0,Poor
Kolkata,2022-12-15,133.61,228.39,75.68,19.18,39.71,291.0,Poor
Kolkata,2022-12-16,121.38,219.86,65.61,18.46,40.94,267.0,Poor
Kolkata,2022-12-17,116.95,187.51,54.68,10.33,29.16,276.0,Poor
Kolkata,2022-12-18,64.86,98.44,57.04,5.67,28.42,183.0,Moderate
Kolkata,2022-12-19,74.22,121.56,64.36,12.18,24.23,133.0,Moderate
Kolkata,2022-12-20,122.11,198.5,65.74,10.48,31.29,224.0,Poor
Kolkata,2022-12-21,204.44,325.61,69.69,11.34,36.24,340.0,Very Poor
Kolkata,2022-12-22,231.21,349.32,84.38,16.51,33.35,382.0,Very Poor
Kolkata,2022-12-23,204.65,303.95,84.79,13.09,33.49,371.0,Very Poor
Kolkata,2022-12-24,177.51,264.89,90.29,13.81,28.98,347.0,Very Poor
Kolkata,2022-12-25,209.44,341.74,105.53,15.73,35.91,356.0,Very Poor
Kolkata,2022-12-26,197.41,311.48,109.6,13.82,39.09,372.0,Very Poor
Kolkata,2022-12-27,258.54,384.73,137.35,17.99,29.47,390.0,Very Poor
Kolkata,2022-12-28,222.12,336.24,123.76,15.3,27.13,387.0,Very Poor
Kolkata,2022-12-29,237.11,348.02,120.58,16.06,32.55,379.0,Very Poor
Kolkata,2022-12-30,187.3,285.55,105.12,18.29,37.12,370.0,Very Poor
Kolkata,2022-12-31,177.21,276.41,99.5,17.07,42.57,341.0,Very Poor
Kolkata,2023-01-01,209.31,326.78,114.44,15.4,30.24,370.0,Very Poor
Kolkata,2023-01-02,172.39,261.09,107.85,15.62,31.57,351.0,Very Poor
Kolkata,2023-01-03,244.09,381.78,150.01,26.2,29.72,363.0,Very Poor
Kolkata,2023-01-04,264.84,385.24,124.79,17.16,38.73,431.0,Severe
Kolkata,2023-01-05,219.26,332.24,115.8,15.03,27.99,391.0,Very Poor
Kolkata,2023-01-06,159.43,252.16,103.2,15.71,26.33,346.0,Very Poor
Kolkata,2023-01-07,158.89,263.39,122.66,18.81,25.28,335.0,Very Poor
Kolkata,2023-01-08,175.47,265.22,95.12,15.88,26.97,335.0,Very Poor
Kolkata,2023-01-09,189.25,283.42,85.5,17.69,30.2,346.0,Very Poor
Kolkata,2023-01-10,227.08,326.44,105.92,17.29,40.45,369.0,Very Poor
Kolkata,2023-01-11,211.01,317.78,105.53,17.27,41.86,369.0,Very Poor
Kolkata,2023-01-12,264.75,385.31,94.91,18.51,29.41,405.0,Severe
Kolkata,2023-01-13,219.44,318.17,95.17,15.44,30.75,387.0,Very Poor
Kolkata,2023-01-14,282.9,417.05,124.83,26.99,28.09,408.0,Severe
Kolkata,2023-01-15,217.59,320.85,107.24,17.35,32.47,406.0,Severe
Kolkata,2023-01-16,157.3,255.7,87.29,20.9,38.73,338.0,Very Poor
Kolkata,2023-01-17,208.75,348.3,103.67,26.21,30.3,349.0,Very Poor
Kolkata,2023-01-18,230.95,363.72,127.63,22.4,32.22,381.0,Very Poor
Kolkata,2023-01-19,269.06,394.67,111.71,19.8,28.38,421.0,Severe
Kolkata,2023-01-20,252.42,392.0,95.09,19.09,27.88,407.0,Severe
Kolkata,2023-01-21,266.1,419.43,103.21,19.0,27.81,425.0,Severe
Kolkata,2023-01-22,304.74,469.32,148.03,20.1,26.05,463.0,Severe
Kolkata,2023-01-23,282.8,396.97,105.5,12.3,26.88,475.0,Severe
Kolkata,2023-01-24,214.45,322.12,101.91,13.85,27.88,391.0,Very Poor
Kolkata,2023-01-25,157.14,246.66,109.37,10.03,26.43,346.0,Very Poor
Kolkata,2023-01-26,126.08,203.17,88.24,11.32,26.47,299.0,Poor
Kolkata,2023-01-27,112.94,188.34,91.61,16.05,20.07,255.0,Poor
Kolkata,2023-01-28,112.49,180.14,78.76,13.26,21.45,258.0,Poor
Kolkata,2023-01-29,97.05,175.72,83.43,11.3,29.48,233.0,Poor
Kolkata,2023-01-30,103.58,181.31,95.34,16.51,27.14,242.0,Poor
Kolkata,2023-01-31,153.89,270.09,94.2,17.51,27.95,291.0,Poor
Kolkata,2023-02-01,163.65,273.34,107.37,15.86,23.87,331.0,Very Poor
Kolkata,2023-02-02,207.09,322.73,102.38,17.26,25.28,361.0,Very Poor
Kolkata,2023-02-03,183.64,336.02,95.84,17.89,25.36,356.0,Very Poor
Kolkata,2023-02-04,164.48,293.11,112.25,17.94,22.73,335.0,Very Poor
Kolkata,2023-02-05,169.86,290.85,103.89,20.74,24.65,337.0,Very Poor
Kolkata,2023-02-06,194.51,342.34,120.72,20.69,23.91,349.0,Very Poor
Kolkata,2023-02-07,180.67,295.97,130.54,20.81,32.07,350.0,Very Poor
Kolkata,2023-02-08,153.28,264.95,108.42,14.83,42.62,321.0,Very Poor
Kolkata,2023-02-09,113.11,167.61,50.87,11.0,46.31,275.0,Poor
Kolkata,2023-02-10,57.85,112.72,66.29,9.65,40.21,178.0,Moderate
Kolkata,2023-02-11,90.05,161.6,87.23,14.16,34.89,167.0,Moderate
Kolkata,2023-02-12,125.98,212.8,110.25,15.6,30.7,264.0,Poor
Kolkata,2023-02-13,130.91,254.19,120.07,23.16,32.22,288.0,Poor
Kolkata,2023-02-14,195.34,345.73,145.21,23.53,31.43,345.0,Very Poor
Kolkata,2023-02-15,206.83,339.86,136.64,22.63,35.48,360.0,Very Poor
Kolkata,2023-02-16,115.8,208.77,112.11,18.54,24.87,307.0,Very Poor
Kolkata,2023-02-17,96.52,160.84,86.76,13.68,33.05,229.0,Poor
Kolkata,2023-02-18,113.34,183.53,103.33,12.89,37.06,240.0,Poor
Kolkata,2023-02-19,152.16,245.83,115.61,17.81,36.19,295.0,Poor
Kolkata,2023-02-20,95.73,159.86,68.68,12.49,33.69,236.0,Poor
Kolkata,2023-02-21,157.09,272.5,108.51,20.43,32.41,278.0,Poor
Kolkata,2023-02-22,94.94,158.75,78.13,25.43,25.74,247.0,Poor
Kolkata,2023-02-23,106.79,193.57,96.13,16.1,31.98,224.0,Poor
Kolkata,2023-02-24,114.95,221.88,81.62,13.3,41.71,286.0,Poor
Kolkata,2023-02-25,81.45,131.38,78.12,8.47,27.38,205.0,Poor
Kolkata,2023-02-26,49.4,75.42,53.47,3.7,21.92,135.0,Moderate
Kolkata,2023-02-27,28.96,42.82,52.86,2.95,26.06,76.0,Satisfactory
Kolkata,2023-02-28,36.08,52.25,56.9,5.14,23.41,75.0,Satisfactory
Kolkata,2023-03-01,60.77,107.96,73.06,8.9,32.55,141.0,Moderate
Kolkata,2023-03-02,85.85,146.83,86.08,8.6,35.5,199.0,Moderate
Kolkata,2023-03-03,114.86,202.87,118.46,16.2,32.47,256.0,Poor
Kolkata,2023-03-04,97.47,170.15,71.62,9.85,26.06,242.0,Poor
Kolkata,2023-03-05,56.44,109.62,56.65,5.93,24.63,129.0,Moderate
Kolkata,2023-03-06,73.88,124.15,54.43,7.96,31.1,144.0,Moderate
Kolkata,2023-03-07,89.06,167.12,74.58,11.84,32.06,212.0,Poor
Kolkata,2023-03-08,82.36,165.43,107.66,13.53,26.62,184.0,Moderate
Kolkata,2023-03-09,85.52,175.94,100.33,16.01,30.96,200.0,Moderate
Kolkata,2023-03-10,66.32,122.77,45.85,7.45,19.05,162.0,Moderate
Kolkata,2023-03-11,64.17,127.44,54.17,5.58,22.84,101.0,Moderate
Kolkata,2023-03-12,90.0,154.9,60.81,19.58,35.94,189.0,Moderate
Kolkata,2023-03-13,68.87,119.24,53.15,12.43,30.06,150.0,Moderate
Kolkata,2023-03-14,89.98,140.82,58.04,13.13,51.84,178.0,Moderate
Kolkata,2023-03-15,88.46,155.33,85.21,13.91,37.35,207.0,Poor
Kolkata,2023-03-16,52.9,100.16,80.34,13.23,35.03,130.0,Moderate
Kolkata,2023-03-17,75.4,132.31,54.28,9.02,48.76,131.0,Moderate
Kolkata,2023-03-18,48.07,108.15,91.18,10.32,34.25,119.0,Moderate
Kolkata,2023-03-19,60.48,103.34,64.8,15.86,42.37,122.0,Moderate
Kolkata,2023-03-20,67.03,118.0,67.43,12.53,31.66,115.0,Moderate
Kolkata,2023-03-21,60.11,97.86,35.17,8.64,46.59,144.0,Moderate
Kolkata,2023-03-22,50.03,83.88,39.61,9.5,35.42,98.0,Satisfactory
Kolkata,2023-03-23,67.63,122.27,89.77,11.87,36.75,114.0,Moderate
Kolkata,2023-03-24,81.82,152.03,93.58,12.09,42.97,192.0,Moderate
Kolkata,2023-03-25,100.22,210.26,110.56,16.5,39.48,226.0,Poor
Kolkata,2023-03-26,82.49,174.78,51.51,7.53,44.18,214.0,Poor
Kolkata,2023-03-27,62.36,134.81,71.64,18.68,49.46,141.0,Moderate
Kolkata,2023-03-28,61.16,119.54,48.98,7.42,36.53,133.0,Moderate
Kolkata,2023-03-29,53.72,103.52,41.28,6.59,23.47,116.0,Moderate
Kolkata,2023-03-30,54.17,105.96,36.1,5.71,28.42,96.0,Satisfactory
Kolkata,2023-03-31,50.23,92.3,26.9,4.4,19.9,106.0,Moderate
Kolkata,2023-04-01,27.98,57.67,25.23,2.04,30.51,74.0,Satisfactory
Kolkata,2023-04-02,47.53,89.35,35.26,3.68,23.58,69.0,Satisfactory
Kolkata,2023-04-03,43.55,90.75,24.63,2.55,25.05,88.0,Satisfactory
Kolkata,2023-04-04,41.47,80.25,26.11,4.67,19.76,83.0,Satisfactory
Kolkata,2023-04-05,43.05,81.36,27.52,3.5,22.93,79.0,Satisfactory
Kolkata,2023-04-06,41.82,82.13,49.86,9.6,29.98,86.0,Satisfactory
Kolkata,2023-04-07,33.47,58.14,38.47,7.76,49.77,79.0,Satisfactory
Kolkata,2023-04-08,34.9,64.37,41.84,7.44,42.33,77.0,Satisfactory
Kolkata,2023-04-09,36.38,65.76,38.87,6.02,28.62,68.0,Satisfactory
Kolkata,2023-04-10,30.36,55.27,42.5,2.42,23.1,66.0,Satisfactory
Kolkata,2023-04-11,36.29,63.16,26.02,2.6,19.43,60.0,Satisfactory
Kolkata,2023-04-12,34.96,61.52,27.69,3.84,19.96,63.0,Satisfactory
Kolkata,2023-04-13,38.4,74.74,28.18,5.79,33.37,73.0,Satisfactory
Kolkata,2023-04-14,37.68,63.15,21.81,4.64,33.32,67.0,Satisfactory
Kolkata,2023-04-15,37.91,67.16,22.37,5.11,24.06,68.0,Satisfactory
Kolkata,2023-04-16,52.47,101.54,23.38,5.58,26.09,79.0,Satisfactory
Kolkata,2023-04-17,64.22,123.58,30.87,8.33,35.68,119.0,Moderate
Kolkata,2023-04-18,76.6,171.99,48.4,17.22,39.97,169.0,Moderate
Kolkata,2023-04-19,77.82,151.69,49.19,14.5,35.89,166.0,Moderate
Kolkata,2023-04-20,55.14,98.35,36.19,16.72,52.21,135.0,Moderate
Kolkata,2023-04-21,41.44,75.8,21.25,4.77,38.43,86.0,Satisfactory
Kolkata,2023-04-22,47.76,85.76,36.57,8.1,37.74,87.0,Satisfactory
Kolkata,2023-04-23,38.95,72.86,38.57,7.66,41.3,87.0,Satisfactory
Kolkata,2023-04-24,36.62,66.55,31.87,5.21,25.59,80.0,Satisfactory
Kolkata,2023-04-25,32.45,59.51,28.57,4.26,18.84,65.0,Satisfactory
Kolkata,2023-04-26,40.39,79.62,27.81,3.16,19.95,66.0,Satisfactory
Kolkata,2023-04-27,46.78,89.61,26.3,4.1,17.74,85.0,Satisfactory
Kolkata,2023-04-28,37.93,77.14,18.8,3.48,15.98,82.0,Satisfactory
Kolkata,2023-04-29,27.48,102.42,19.63,3.31,13.32,78.0,Satisfactory
Kolkata,2023-04-30,24.32,141.78,20.32,4.82,17.49,120.0,Moderate
Kolkata,2023-05-01,19.24,94.91,20.4,2.76,20.71,73.0,Satisfactory
Kolkata,2023-05-02,17.81,83.54,21.57,1.99,20.38,36.0,Good
Kolkata,2023-05-03,16.59,56.12,15.73,1.73,26.59,38.0,Good
Kolkata,2023-05-04,22.34,39.22,25.68,2.6,28.41,49.0,Good
Kolkata,2023-05-05,55.45,108.43,34.48,3.14,26.49,86.0,Satisfactory
Kolkata,2023-05-06,55.4,127.11,17.34,1.93,37.33,108.0,Moderate
Kolkata,2023-05-07,61.78,126.2,20.39,1.52,37.0,116.0,Moderate
Kolkata,2023-05-08,67.4,133.0,21.14,1.44,34.46,122.0,Moderate
Kolkata,2023-05-09,66.57,132.1,17.89,1.67,37.19,124.0,Moderate
Kolkata,2023-05-10,65.47,129.42,14.69,1.82,41.67,126.0,Moderate
Kolkata,2023-05-11,55.4,121.13,13.92,1.57,37.14,117.0,Moderate
Kolkata,2023-05-12,53.61,109.67,9.9,1.33,33.64,107.0,Moderate
Kolkata,2023-05-13,47.28,97.99,10.62,1.62,33.51,100.0,Satisfactory
Kolkata,2023-05-14,37.4,82.31,15.49,2.39,29.68,84.0,Satisfactory
Kolkata,2023-05-15,42.19,88.6,18.89,1.78,27.24,98.0,Satisfactory
Kolkata,2023-05-16,44.95,87.16,18.96,1.87,30.25,90.0,Satisfactory
Kolkata,2023-05-17,52.68,96.98,16.16,1.64,27.0,93.0,Satisfactory
Kolkata,2023-05-18,50.03,99.23,11.08,1.79,25.91,96.0,Satisfactory
Kolkata,2023-05-19,51.42,96.62,10.61,2.71,28.2,96.0,Satisfactory
Kolkata,2023-05-20,43.74,91.54,12.33,2.54,19.94,92.0,Satisfactory
Kolkata,2023-05-21,38.55,88.64,12.6,1.78,17.88,90.0,Satisfactory
Kolkata,2023-05-22,40.31,91.94,11.04,3.0,18.33,86.0,Satisfactory
Kolkata,2023-05-23,32.48,72.04,8.92,2.35,22.57,82.0,Satisfactory
Kolkata,2023-05-24,33.18,79.78,14.65,2.93,19.37,74.0,Satisfactory
Kolkata,2023-05-25,30.37,66.61,16.78,2.61,21.3,75.0,Satisfactory
Kolkata,2023-05-26,36.76,72.29,19.38,2.58,23.85,66.0,Satisfactory
Kolkata,2023-05-27,47.25,92.1,13.59,2.36,22.65,87.0,Satisfactory
Kolkata,2023-05-28,43.54,89.93,13.04,2.24,23.24,89.0,Satisfactory
Kolkata,2023-05-29,44.23,87.26,11.82,2.25,28.21,86.0,Satisfactory
Kolkata,2023-05-30,37.55,77.52,12.2,2.49,24.22,83.0,Satisfactory
Kolkata,2023-05-31,31.79,71.66,10.25,2.38,19.31,76.0,Satisfactory
Kolkata,2023-06-01,36.25,69.53,17.79,2.88,26.32,76.0,Satisfactory
Kolkata,2023-06-02,28.84,57.42,14.42,2.42,24.97,69.0,Satisfactory
Kolkata,2023-06-03,31.32,57.27,21.29,4.37,50.09,71.0,Satisfactory
Kolkata,2023-06-04,31.93,60.06,15.65,3.28,31.57,72.0,Satisfactory
Kolkata,2023-06-05,27.66,47.01,18.32,1.7,24.38,61.0,Satisfactory
Kolkata,2023-06-06,20.3,34.49,17.88,1.82,27.06,48.0,Good
Kolkata,2023-06-07,19.04,33.84,17.24,1.89,32.87,49.0,Good
Kolkata,2023-06-08,15.87,29.35,14.2,1.87,29.98,47.0,Good
Kolkata,2023-06-09,31.08,48.86,17.2,2.49,34.29,64.0,Satisfactory
Kolkata,2023-06-10,34.28,62.72,12.48,1.65,36.48,80.0,Satisfactory
Kolkata,2023-06-11,31.04,58.4,14.17,1.6,37.01,70.0,Satisfactory
Kolkata,2023-06-12,32.61,64.75,11.68,2.74,34.14,67.0,Satisfactory
Kolkata,2023-06-13,43.52,75.56,24.24,3.09,51.71,94.0,Satisfactory
Kolkata,2023-06-14,52.05,89.17,22.9,1.73,48.36,101.0,Moderate
Kolkata,2023-06-15,37.14,65.3,20.89,1.96,32.21,88.0,Satisfactory
Kolkata,2023-06-16,31.52,60.8,14.72,3.11,43.72,79.0,Satisfactory
Kolkata,2023-06-17,50.58,107.48,23.6,3.31,39.69,82.0,Satisfactory
Kolkata,2023-06-18,48.86,86.87,26.06,2.0,32.25,105.0,Moderate
Kolkata,2023-06-19,50.99,92.07,24.86,2.0,42.01,95.0,Satisfactory
Kolkata,2023-06-20,41.77,77.35,28.04,1.86,21.76,92.0,Satisfactory
Kolkata,2023-06-21,19.24,38.81,20.06,1.5,19.79,54.0,Satisfactory
Kolkata,2023-06-22,19.23,36.22,16.82,1.72,23.86,46.0,Good
Kolkata,2023-06-23,17.54,35.32,13.16,1.73,19.44,57.0,Satisfactory
Kolkata,2023-06-24,26.09,53.43,15.61,2.1,27.77,56.0,Satisfactory
Kolkata,2023-06-25,21.93,52.12,13.39,2.72,24.77,61.0,Satisfactory
Kolkata,2023-06-26,19.68,44.36,11.86,2.67,23.9,54.0,Satisfactory
Kolkata,2023-06-27,22.86,49.27,15.6,3.46,24.76,62.0,Satisfactory
Kolkata,2023-06-28,31.59,58.52,20.55,4.35,41.54,73.0,Satisfactory
Kolkata,2023-06-29,44.03,76.1,21.47,3.01,37.1,78.0,Satisfactory
Kolkata,2023-06-30,47.54,82.48,25.12,3.3,18.37,98.0,Satisfactory
Kolkata,2023-07-01,23.16,48.3,16.39,2.59,21.87,71.0,Satisfactory
Kolkata,2023-07-02,17.6,30.71,13.65,3.24,31.38,45.0,Good
Kolkata,2023-07-03,20.48,39.15,17.47,3.08,39.28,58.0,Satisfactory
Kolkata,2023-07-04,32.09,63.73,18.55,5.49,41.44,68.0,Satisfactory
Kolkata,2023-07-05,27.6,54.31,17.39,4.27,26.66,67.0,Satisfactory
Kolkata,2023-07-06,28.76,52.07,22.06,6.02,24.02,58.0,Satisfactory
Kolkata,2023-07-07,19.65,40.85,14.68,5.95,24.19,52.0,Satisfactory
Kolkata,2023-07-08,27.94,60.83,16.38,6.28,31.58,56.0,Satisfactory
Kolkata,2023-07-09,26.94,60.03,17.39,7.35,29.94,64.0,Satisfactory
Kolkata,2023-07-10,26.2,52.69,19.62,5.65,28.51,60.0,Satisfactory
Kolkata,2023-07-11,28.7,56.45,21.13,5.54,26.62,64.0,Satisfactory
Kolkata,2023-07-12,29.63,57.5,20.11,8.5,29.95,66.0,Satisfactory
Kolkata,2023-07-13,35.3,69.72,17.32,7.89,38.28,69.0,Satisfactory
Kolkata,2023-07-14,41.91,75.46,17.21,12.4,48.42,83.0,Satisfactory
Kolkata,2023-07-15,45.48,92.7,25.17,11.54,47.41,97.0,Satisfactory
Kolkata,2023-07-16,43.74,82.52,28.64,8.71,32.89,97.0,Satisfactory
Kolkata,2023-07-17,57.6,104.21,27.41,4.6,27.24,106.0,Moderate
Kolkata,2023-07-18,44.18,81.77,20.98,4.01,19.82,91.0,Satisfactory
Kolkata,2023-07-19,15.02,30.29,14.16,2.56,19.86,53.0,Satisfactory
Kolkata,2023-07-20,22.92,44.3,14.3,2.49,24.96,44.0,Good
Kolkata,2023-07-21,25.98,47.27,13.27,5.23,28.79,54.0,Satisfactory
Kolkata,2023-07-22,19.9,43.33,14.33,3.5,19.35,50.0,Good
Kolkata,2023-07-23,16.06,34.69,14.13,4.71,15.84,47.0,Good
Kolkata,2023-07-24,14.63,33.81,18.29,6.15,20.87,44.0,Good
Kolkata,2023-07-25,36.9,63.34,31.77,9.84,32.75,60.0,Satisfactory
Kolkata,2023-07-26,32.16,50.27,27.46,4.1,22.94,66.0,Satisfactory
Kolkata,2023-07-27,25.09,40.45,26.5,3.04,19.16,56.0,Satisfactory
Kolkata,2023-07-28,12.07,23.33,13.68,2.55,17.95,43.0,Good
Kolkata,2023-07-29,10.12,20.56,17.97,2.34,21.18,33.0,Good
Kolkata,2023-07-30,21.44,43.61,23.09,2.65,17.36,44.0,Good
Kolkata,2023-07-31,23.4,48.28,25.37,3.43,21.95,54.0,Satisfactory
Kolkata,2023-08-01,23.61,44.79,25.41,5.62,23.09,59.0,Satisfactory
Kolkata,2023-08-02,17.93,34.63,19.92,4.42,17.22,46.0,Good
Kolkata,2023-08-03,25.22,40.82,21.29,4.23,13.88,64.0,Satisfactory
Kolkata,2023-08-04,39.37,62.25,24.23,2.99,17.31,64.0,Satisfactory
Kolkata,2023-08-05,33.97,57.32,22.84,2.75,18.39,73.0,Satisfactory
Kolkata,2023-08-06,25.88,45.47,24.85,3.4,13.95,65.0,Satisfactory
Kolkata,2023-08-07,9.07,16.56,11.38,2.12,24.01,38.0,Good
Kolkata,2023-08-08,11.36,22.78,16.73,2.49,14.48,34.0,Good
Kolkata,2023-08-09,21.7,45.74,20.52,8.29,17.08,43.0,Good
Kolkata,2023-08-10,32.78,58.33,30.56,5.93,19.0,61.0,Satisfactory
Kolkata,2023-08-11,45.57,75.21,34.18,5.42,17.37,105.0,Moderate
Kolkata,2023-08-12,29.86,51.62,25.7,5.07,11.21,68.0,Satisfactory
Kolkata,2023-08-13,13.17,22.97,18.01,3.5,16.11,48.0,Good
Kolkata,2023-08-14,29.6,54.22,21.27,3.99,18.14,45.0,Good
Kolkata,2023-08-15,25.81,40.62,17.72,4.27,17.42,56.0,Satisfactory
Kolkata,2023-08-16,27.99,47.39,19.07,2.63,17.18,51.0,Satisfactory
Kolkata,2023-08-17,20.92,26.95,19.29,2.14,15.6,48.0,Good
Kolkata,2023-08-18,18.3,24.3,13.58,2.49,23.59,46.0,Good
Kolkata,2023-08-19,13.95,30.32,15.32,2.37,20.74,39.0,Good
Kolkata,2023-08-20,27.41,46.94,24.09,4.33,22.33,50.0,Good
Kolkata,2023-08-21,30.31,52.58,19.12,3.01,18.13,58.0,Satisfactory
Kolkata,2023-08-22,31.91,55.66,22.73,3.74,17.54,64.0,Satisfactory
Kolkata,2023-08-23,18.15,30.42,21.49,2.54,16.79,62.0,Satisfactory
Kolkata,2023-08-24,18.41,32.41,36.97,2.6,13.15,55.0,Satisfactory
Kolkata,2023-08-25,13.74,24.22,17.02,2.63,24.58,50.0,Good
Kolkata,2023-08-26,12.82,22.87,18.34,3.91,25.8,49.0,Good
Kolkata,2023-08-27,16.68,28.91,17.33,3.03,21.5,43.0,Good
Kolkata,2023-08-28,24.71,40.02,21.28,3.24,16.55,51.0,Satisfactory
Kolkata,2023-08-29,14.31,29.09,19.6,2.95,14.89,54.0,Satisfactory
Kolkata,2023-08-30,18.83,36.56,16.93,2.92,14.54,47.0,Good
Kolkata,2023-08-31,16.54,35.74,14.93,3.43,15.37,40.0,Good
Kolkata,2023-09-01,26.16,50.5,20.14,3.54,18.66,50.0,Good
Kolkata,2023-09-02,15.99,32.01,19.0,2.98,12.49,53.0,Satisfactory
Kolkata,2023-09-03,10.64,19.67,14.85,3.06,13.67,48.0,Good
Kolkata,2023-09-04,10.37,21.58,10.63,3.71,15.78,39.0,Good
Kolkata,2023-09-05,10.02,21.17,12.4,3.44,18.85,34.0,Good
Kolkata,2023-09-06,8.77,20.17,13.0,3.66,20.62,34.0,Good
Kolkata,2023-09-07,11.06,21.3,13.9,3.3,17.55,34.0,Good
Kolkata,2023-09-08,12.63,23.51,15.62,3.04,16.11,36.0,Good
Kolkata,2023-09-09,18.89,33.89,15.5,4.14,25.56,49.0,Good
Kolkata,2023-09-10,20.96,43.09,12.27,3.36,27.4,49.0,Good
Kolkata,2023-09-11,15.06,34.89,17.5,3.91,18.56,50.0,Good
Kolkata,2023-09-12,18.3,34.87,19.49,3.62,11.89,43.0,Good
Kolkata,2023-09-13,13.73,39.58,17.01,4.15,20.21,44.0,Good
Kolkata,2023-09-14,18.34,50.45,18.52,4.57,33.92,59.0,Satisfactory
Kolkata,2023-09-15,22.12,54.31,15.75,7.32,41.67,74.0,Satisfactory
Kolkata,2023-09-16,20.66,46.43,15.05,5.23,26.68,53.0,Satisfactory
Kolkata,2023-09-17,19.19,38.64,12.62,4.23,15.73,45.0,Good
Kolkata,2023-09-18,12.38,26.69,12.2,3.59,17.47,37.0,Good
Kolkata,2023-09-19,9.88,22.6,11.9,3.35,14.86,33.0,Good
Kolkata,2023-09-20,20.57,44.33,23.75,5.1,20.25,54.0,Satisfactory
Kolkata,2023-09-21,26.92,54.04,24.46,6.07,19.36,74.0,Satisfactory
Kolkata,2023-09-22,22.27,39.76,18.8,3.85,23.79,61.0,Satisfactory
Kolkata,2023-09-23,13.46,27.79,15.08,3.93,23.79,44.0,Good
Kolkata,2023-09-24,7.86,19.38,12.54,3.52,15.08,31.0,Good
Kolkata,2023-09-25,11.71,22.26,18.31,3.39,10.42,36.0,Good
Kolkata,2023-09-26,18.45,31.97,19.79,4.13,16.25,46.0,Good
Kolkata,2023-09-27,19.27,33.53,22.59,4.82,18.09,48.0,Good
Kolkata,2023-09-28,19.66,33.92,21.08,4.81,12.16,47.0,Good
Kolkata,2023-09-29,14.96,26.69,18.02,3.97,15.97,44.0,Good
Kolkata,2023-09-30,14.36,30.44,19.59,6.14,20.4,42.0,Good
Kolkata,2023-10-01,32.51,61.75,24.88,8.09,25.58,56.0,Satisfactory
Kolkata,2023-10-02,53.48,90.6,26.72,7.47,33.08,86.0,Satisfactory
Kolkata,2023-10-03,38.11,65.5,26.61,5.36,24.73,78.0,Satisfactory
Kolkata,2023-10-04,32.16,58.42,20.46,7.52,35.75,70.0,Satisfactory
Kolkata,2023-10-05,36.38,66.53,25.99,5.51,28.48,72.0,Satisfactory
Kolkata,2023-10-06,41.4,76.92,26.84,4.99,25.91,90.0,Satisfactory
Kolkata,2023-10-07,33.22,65.76,24.83,4.4,26.62,77.0,Satisfactory
Kolkata,2023-10-08,25.16,55.33,21.42,4.05,22.52,78.0,Satisfactory
Kolkata,2023-10-09,11.61,30.49,15.09,4.14,19.3,51.0,Satisfactory
Kolkata,2023-10-10,14.75,52.87,19.56,4.72,16.92,51.0,Satisfactory
Kolkata,2023-10-11,37.23,66.97,26.81,5.52,23.79,95.0,Satisfactory
Kolkata,2023-10-12,50.35,82.16,30.4,4.31,31.44,110.0,Moderate
Kolkata,2023-10-13,69.61,108.35,29.86,6.85,32.84,116.0,Moderate
Kolkata,2023-10-14,69.89,107.38,31.27,7.36,52.83,148.0,Moderate
Kolkata,2023-10-15,64.09,103.94,31.64,6.33,50.55,135.0,Moderate
Kolkata,2023-10-16,56.62,92.76,33.22,4.47,34.19,129.0,Moderate
Kolkata,2023-10-17,50.03,85.23,34.86,6.51,21.23,94.0,Satisfactory
Kolkata,2023-10-18,62.88,108.38,39.8,6.9,29.78,149.0,Moderate
Kolkata,2023-10-19,61.12,105.64,34.54,4.32,35.19,145.0,Moderate
Kolkata,2023-10-20,63.0,101.4,32.87,5.15,40.98,118.0,Moderate
Kolkata,2023-10-21,87.18,128.62,33.12,7.23,43.72,184.0,Moderate
Kolkata,2023-10-22,68.66,111.63,39.51,8.61,38.38,174.0,Moderate
Kolkata,2023-10-23,83.63,130.56,41.4,6.64,35.29,181.0,Moderate
Kolkata,2023-10-24,34.47,58.82,25.85,4.18,33.2,121.0,Moderate
Kolkata,2023-10-25,17.39,42.0,20.41,4.27,22.57,55.0,Satisfactory
Kolkata,2023-10-26,33.33,63.66,26.3,6.74,14.61,54.0,Satisfactory
Kolkata,2023-10-27,97.83,133.73,27.72,9.55,21.29,114.0,Moderate
Kolkata,2023-10-28,129.59,180.39,30.93,11.25,30.33,289.0,Poor
Kolkata,2023-10-29,120.12,177.4,36.38,9.68,27.19,265.0,Poor
Kolkata,2023-10-30,102.54,171.02,40.53,8.75,30.65,251.0,Poor
